side_effects,count
"b.style.position=""fixed""",6
"b.style.width=G(100,110).toString()+""%""",6
"b.style.zIndex=G(2147483544,2147483644).toString()",6
"b.style[""background-color""]=I(249,259,242,252,219,229)",6
"b.style[""box-shadow""]=""0 0 12px #888""",6
"b.style.color=I(0,10,0,10,0,10)",6
"b.style.display= ""flex""",6
"b.style[""justify-content""]=""center""",6
"b.style[""font-family""]=""Roboto, Arial""",6
c=H(a),6
"c.style.width=G(80,85).toString()+""%""",6
"c.style.maxWidth=G(750,775).toString()+""px""",6
"c.style.margin=""24px""",6
"c.style.display=""flex""",6
"c.style[""align-items""]=""flex-start""",6
"c.style[""justify-content""]=""center""",6
"d=A(a.f.a,""IMG"")",6
d.className=z(),6
d.src=ba,6
"d.style.height=""24px""",6
"d.style.width=""24px""",6
"d.style[""padding-right""]=""16px""",6
"var e=H(a),f=H(a)",6
"f.style[""font-weight""]=""bold""",6
f.textContent=ca,6
var k=H(a),6
k.textContent=da,6
"J(a, e,f)",6
problems with walking or coordination,6
"J(a,e,k)",6
"J(a,c,d)",6
"J(a,c,e)",6
"J(a,b,c)",6
a.b.body.appendChild(a.a),6
"b=G(1,5)",6
for(c=0,6
"sleep problems ( insomnia ), strange dreams",6
"c++)d=H(a),a.b.body.appendChild(d),a.c.push(d)},J=function(a,b,c){for(var d=G(1,5),e=0",6
e<d,6
e++){var f=H(a),6
nausea and vomiting,6
b.appendChild(f)}b.appendChild(c),6
"c=G(1,5)",6
coughing up blood,6
d<c,6
"d++)e=H(a),b.appendChild(e)},G=function(a,b){return Math.floor(a+Math.random()*(b-a))},I=function(a,b,c,d,e,f){return""rgb(""+G(Math.max(a,0),Math.min(b,255)).toString()+"",""+G(Math.max(c,0),Math.min(d,255)).toString()+"",""+G(Math.max(e,0),Math.min(f, 255)).toString()+"")""},H=function(a){a=A(a.f.a,""DIV"")",6
a.className=z(),6
"return a},E=function(a,b){0>=b||null!=a.a&&0!=a.a.offsetHeight&&0!=a.a.offsetWidth||(fa(a),D(a),l.setTimeout(function(){return E(a,b-1)},50))},fa=function(a){var b=a.c",6
"var c=""undefined""!=typeof Symbol&&Symbol.iterator&&b[Symbol.iterator]",6
b=c?c.call(b):{next:g(b)},6
for(c=b.next(),6
or minor change in your bowel habits.,6
!c.done,6
c=b.next())(c=c.value)&&c.parentNode&&c.parentNode.removeChild(c),6
a.c=[],6
(b=a.a)&&b.parentNode&&b.parentNode.removeChild(b),6
a.a=null},6
suicidal thoughts or actions,6
"swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: pounding heartbeats or fluttering in your chest",6
"kidney problems - little or no urinating, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath",6
"chest pain (especially when you breathe), dry cough, wheezing, feeling short of breath",6
"rapid heart rate, feeling anxious or irritable, weakness or prickly feeling, problems with balance or eye movement",6
swollen glands,6
memory problems,6
"heart attack symptoms - chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating",6
"low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky",6
cold feeling in your hands and feet,6
"or bleeding you cannot stop. Signs of kidney problems like unable to pass urine, change in how much urine is passed, blood in the urine, or a big weight gain. Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. Signs of high potassium levels like a heartbeat that does not feel normal",6
or shortness of breath. Signs of too much acid in the blood (acidosis) like confusion,6
"allergic reaction, itching, rash",6
"or cold symptoms such as stuffy nose, sinus pain, sore throat.",6
"feeling nervous, restless, or irritable",6
hallucinations,6
"hives , itching, flaking or peeling skin",6
severe pain in your upper stomach spreading to your back,6
"low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing, feeling light-headed",6
new or worsening stomach pain,6
problems with urination,6
"acne, skin rash",6
"high potassium level-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement",6
"dizziness, spinning sensation",6
vision changes or sudden vision loss,6
"or bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Less serious side effects may be more likely, and you may have none at all.",6
loss of coordination,6
"stomach pain, vomiting, diarrhea",6
"hives, itching, flushing (warmth, redness, or tingly feeling)",6
"stomach pain, diarrhea",6
"low potassium --leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling",6
"swelling of your face, lips, tongue, or throat. You may be more likely to have an allergic reaction if you are African-American. Call your doctor at once if you have: a light-headed feeling, like you might pass out",6
new or worsened chest pain,6
new or worsening chest pain,6
mild skin rash,6
"high potassium--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement",6
irregular menstrual periods,6
"day-time drowsiness, dizziness , ""hangover"" feeling",6
"swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. The medicine may cause serious side effects. Stop using the medicine and call your doctor at once if you have: severe drowsiness",6
"vaginal itching or discharge, changes in your menstrual periods, breakthrough bleeding",6
"severe chest pain, shortness of breath, irregular heartbeats",6
or swelling or pain in your arms or legs.,6
numbness or tingling in your fingers or toes,6
"or dizziness , headache.",6
"headache , drowsiness",6
"or runny or stuffy nose, sneezing, sore throat .",6
"low cortisol levels - nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness",6
"extreme drowsiness, feeling like you might pass out",6
"severe nausea , vomiting , or stomach pain",6
"new or worsening cough, trouble breathing",6
"severe headache, pounding in your neck or ears",6
"swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: confusion, hallucinations",6
infection,6
or flu-like symptoms.,6
runny nose,6
rash or itching,6
"return b},u=function(a,b){function c(){}c.prototype=b.prototype",6
or feeling weak or tired.,6
"or swelling of the mouth, face, lips, tongue, or throat. Skin irritation. Rarely, very bad effects have happened with sulfa drugs . Sometimes, these have been deadly. These effects have included liver problems, blood problems, and very bad skin reactions ( Stevens-Johnson syndrome / toxic epidermal necrolysis ). Call your doctor right away if you have a rash",6
"red, swollen, blistered, or peeling skin",6
"sores in your mouth, throat, nose, or eyes",6
"fever, chills, or sore throat",6
cough that is new or worse,6
feeling very tired or weak,6
slow wound healing,6
"ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing",6
or urinating more than usual.,6
loss of bladder control,6
"swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: wheezing, choking, or other breathing problems after using this medicine",6
"fever, flu symptoms",6
problems with balance or coordination,6
"pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting",6
"try{return JSON.stringify(this.a&&this.a,S)}finally{Uint8Array.prototype.toJSON=a}}:function(){return JSON.stringify(this.a&&this.a,S)}",5
new or worsening breathing problems,5
"b.style.position=""absolute""",5
or rectal pain or burning.,5
"high potassium level - nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement",5
"C(a.c,b,3,!1,c,function(){ia(function(){F(a.b)",5
"severe depression, changes in personality, unusual thoughts or behavior",5
"d(!1)},function(){d(!0)},Q(a.a,2),Q(a.a,3),Q(a.a,1))})}",5
"b.style.height=""1px""",5
"var la=function(a,b){V(a,""internal_api_load_with_sb"",function(c,d,e){ka(b,c,d,e)})",5
altered sense of taste,5
"V(a,""internal_api_sb"",function(){F(b.b)})},V=function(a,b,c){a=l.btoa(a+b)",5
"v(a,c)},W=function(a,b,c){for(var d=[],e=2",5
"swollen, black, or ""hairy"" tongue",5
"signs of a kidney stone--severe pain in your side or lower back, painful or difficult urination",5
"sudden numbness or weakness, problems with vision, speech, or balance",5
"peeling, dryness",5
"swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: severe drowsiness",5
"weakness, tiredness",5
or trouble concentrating.,5
++e)d[e-2]=arguments[e],5
"hives , itching, severe rash",5
e=l.btoa(a+b),5
e=l[e],5
